525714904543	5257149045432792519079400711150478537803
mcs	mcs
distincti	distinctive
996102	9961025096113761670187568525921208929131
32129	3212907772374850663548917089285076023435
ideal	ideals
462559403789249250076243868937764753101	4625594037892492500762438689377647531010
8475923085725368613605356762146929424264	8475923085725368613605356762146929424264
abduction	abduction
imperatively	imperatively
61568007730984416061355843701277573	6156800773098441606135584370127757346370
177228712	1772287129164002237230234809031485343677
24374789026893517390404	2437478902689351739040432948516106597858
91928976959315766891987305176388698461	9192897695931576689198730517638869846150
62934249814178056	6293424981417805646161586341533863507722
0976904563415765733955	0976904563415765733955495884489480936040
4989467873509295816526	4989467873509295816526320722589923687684
4980318169828654166132	4980318169828654166132873909074116734612
4425177729238143962330437240360326031814	4425177729238143962330437240360326031814
mixe	mixed
prepr	preprints
1348695851652674595151876800	1348695851652674595151876800333955224105
celibac	celibacy
81808950215	8180895021553100673598184430429105288459
731347	7313477761341509652624483327093438984120
9423049400384406226144	9423049400384406226144495725166310170806
1593667712218537642376222104779	1593667712218537642376222104779338956378
blend	blends
mea	meats
52500691802674772507	5250069180267477250789589034488566730814
463185597658056171744684045004828535339	4631855976580561717446840450048285353396
mee	meets
909178573976595199392	9091785739765951993929939955675427146549
5322613212098258391805383608141447913	5322613212098258391805383608141447913203
175837	1758376884367860814463196419125665740477
41834687865142	4183468786514254137768605429107972100427
192353853105173666915408731246723344	1923538531051736669154087312467233440702
mem	memory
804896	8048966906295119432473099587655236812859
50847831274747919099968899	5084783127474791909996889937275229053674
7230760337544234687164722379550779	7230760337544234687164722379550779413030
10814004231141852580329326739632459	1081400423114185258032932673963245969140
9928201815764270549629974019008374934449	9928201815764270549629974019008374934449
6678819020855957081118538361	6678819020855957081118538361661288487295
premo	premonitory
2347976267368985547494427794991656010	2347976267368985547494427794991656010852
481990225399	4819902253990223159133881458514872251265
8271686445	8271686445483065466339752560796159358308
3500159704041919956050970536469647314	3500159704041919956050970536469647314244
opaq	opaque
86791067519900996613920623873231878675	8679106751990099661392062387323187867584
titus	titus
49886165709	4988616570948466657706745770002071443325
2797146647	2797146647676032847133298550194568977275
97185146238654216714292361916474021725	9718514623865421671429236191647402172547
34513687160098037871255	3451368716009803787125567661439231464580
34754	3475499431740580563099143218212547336281
157044627231777788649806	1570446272317777886498067007235988895287
blent	blent
prent	prentice
authentic	authentic
58709	5870996357773590271962850611465148375262
8490315128061501009539164530614554234	8490315128061501009539164530614554234923
materia	materials
93287215323519599961675029753247593	9328721532351959996167502975324759319099
juris	jurist
5168144627670903	5168144627670903450457460997444500166918
813928491635	8139284916350748444907682838668747666361
8096395500800	8096395500800233476761870680865268787227
7726722440	7726722440052684019965333341840043455252
6403785349	6403785349071490898423178917397836506547
about	about
monar	monarchy
outdo	outdoors
099672013	0996720131237303297076789887400993173096
above	abovefiles
1528827288228	1528827288228313754586782698306966912201
interlocutors	interlocutors
93554992671348503	9355499267134850315782388995675452879155
4650684	4650684481395616672207292612101646923390
37281998	3728199869021311629886680267446443489233
557250881477922315197477806056967253	5572508814779223151974778060569672538017
746689684283402648	7466896842834026487332908888817454530471
103965587335	1039655873354980385099514346350617536148
00501950452013502001802815069332419182	0050195045201350200180281506933241918267
swall	swallowed
64239377322245386659928	6423937732224538665992861551475342773370
826914878435	8269148784355679352572808875543164693077
illiberalit	illiberality
845768068704	8457680687049780448241057997107715775790
expansionis	expansionists
conveyi	conveying
manlike	manlike
glorifyin	glorifying
incohere	incoherent
charitie	charities
618585115350880999820048	6185851153508809998200482761808307209649
mie	mien
95173544449	9517354444909657521310263068360471403314
permutations	permutations
9729329	9729329068272046476503669697652276736454
2237713407754954547779181	2237713407754954547779181382354260718461
4811782	4811782983494172116749194256016086853324
mim	mimsiest
0574450	0574450289224688628533654221381572213116
boots	boots
54276965535	5427696553559647894501660138162951779085
889126867928123911488800367207297308013	8891268679281239114888003672072973080135
335195468383353	3351954683833534980150326935979816746323
injuriou	injurious
overmast	overmastering
221974912425751016218743977290214770463	2219749124257510162187439772902147704638
idiotic	idiotic
associates	associates
462559	4625594037892492500762438689377647531010
5857057855419	5857057855419217730505342687533799076038
163948397811986615585	1639483978119866155851962164876959363989
2853317943535073401	2853317943535073401891193638546730000660
defia	defiant
outcr	outcry
70967939354636396448	7096793935463639644813902571176805779975
outbu	outburst
166099883647917563317672585652359106	1660998836479175633176725856523591069520
790415980439921248	7904159804399212488984866079504501170116
403901361073	4039013610739524568624300809672046099554
glidi	gliding
0832028056991704259010387	0832028056991704259010387692865833655772
glide	glided
0713	0713218053398882813934604985053234047259
678363	6783636602256121376708142109137353178068
829117385427	8291173854273579715415794368949106375974
sizab	sizable
chute	chute
outho	outhouse
499892086	4998920868058257492796104841984443634632
1269155264575747869	1269155264575747869859642421765928968623
87310631	8731063181119898802897228497905510751484
810801793680708083051899646854083	8108017936807080830518996468540836412752
37243666	3724366671129644602929157461811177891696
9403090	9403090486349605340549312999194960879579
inattentio	inattention
44617795643752391742928503987022	4461779564375239174292850398702258373406
55708359981544891	5570835998154489128686348072071006178705
79980161254922785092577825620926226	7998016125492278509257782562092622648326
649230941215144563947889999327	6492309412151445639478899993271458759695
baffl	baffled
abori	aborigines
formidable	formidable
71921760479427404774025331430545	7192176047942740477402533143054513677103
studying	studying
172368812600380902058	1723688126003809020585719930855573100508
93061	9306160016168434070611663449248395156319
554254698937834239606460813666829750	5542546989378342396064608136668297500193
4575633033655	4575633033655677737480864410996914182777
1321913606812965	1321913606812965756858361177456465467486
344709485680279058	3447094856802790589419182996946772445626
changeab	changeable
0489569529280112698632533646737179519	0489569529280112698632533646737179519363
4651917675138077575448307953064925086	4651917675138077575448307953064925086002
9864517336625329511775	9864517336625329511775105559014160459873
monda	monday
159366771221853764237622210477933	1593667712218537642376222104779338956378
allow	allows
conveya	conveyancing
5584747515162678	5584747515162678153094655412405240916638
0938706441886733491099877926005	0938706441886733491099877926005340862442
outfi	outfit
conveye	conveyed
0408971634671637090249067747363	0408971634671637090249067747363091369040
7697477445194704383673960007657862	7697477445194704383673960007657862824547
818844057800288440181	8188440578002884401812903137865379486961
slain	slain
02287721123345	0228772112334562442102471516394125125895
amorp	amorphous
vegetable	vegetables
34398479588628632934746650690284066719	3439847958862863293474665069028406671901
78896711480589680615942791	7889671148058968061594279189647401954989
015308418041	0153084180417376989637590025469994541316
0938706441886733491099877	0938706441886733491099877926005340862442
defea	defeats
851067361	8510673615276261016026647772485083344719
6223878772230396359709132856830486160	6223878772230396359709132856830486160362
81316090964802801234493372	8131609096480280123449337242786693089482
flogg	floggings
57800315	5780031580372555541017846186347869064604
6752328391688865	6752328391688865373751335794859860107569
517786533979805808281588063007499	5177865339798058082815880630074995289755
880400845	8804008455133279516284128067967896557016
outgr	outgrowth
533192423185262166	5331924231852621667602220733688448444092
4176506636216905928021516	4176506636216905928021516429198484077446
3594883176814891943065304260297	3594883176814891943065304260297738854929
goril	gorilla
cells	cells
24420334140574414464599	2442033414057441446459968236966118878411
920193405754968409048	9201934057549684090481295552265475465071
